x,y,Class_ID,B1,B2,B3,Class,Description
468.1320801,-222.1582031,2,96,90,78,Class_2,Grass
206.1641235,-362.6276855,1,223,218,214,Class_1,LS Block
665.0090942,-191.9871216,1,141,135,123,Class_1,LS Block
483.8723145,-339.0797119,2,101,108,92,Class_2,Grass
395.0913086,-33.75128174,1,186,194,179,Class_1,LS Block
76.70367432,-153.1170044,2,115,109,93,Class_2,Grass
479.9105225,-198.9658813,2,98,94,83,Class_2,Grass
182.0964966,-43.0291748,3,106,152,103,Class_3,Vegitation
506.8527222,-218.175293,2,92,94,80,Class_2,Grass
99.16448975,-140.9487915,2,121,120,102,Class_2,Grass
202.8295288,-354.7399292,1,201,206,200,Class_1,LS Block
487.8400879,-338.8994751,2,100,107,91,Class_2,Grass
257.9865112,-525.0825806,3,58,87,57,Class_3,Vegitation
379.90271,-78.10058594,3,77,106,62,Class_3,Vegitation
517.0971069,-218.0791016,2,86,90,73,Class_2,Grass
180.0675049,-107.8330078,2,103,106,85,Class_2,Grass
213.861084,-301.298584,1,207,216,197,Class_1,LS Block
466.074707,-204.125,2,99,100,86,Class_2,Grass
346.1535034,-154.019104,3,83,105,69,Class_3,Vegitation
514.1254883,-207.7825928,2,115,112,97,Class_2,Grass
248.074707,-522.0841064,3,60,86,59,Class_3,Vegitation
211.0379028,-351.0205078,1,128,129,123,Class_1,LS Block
195.5341187,-319.1329956,1,175,177,166,Class_1,LS Block
107.1962891,-147.9226074,2,107,110,91,Class_2,Grass
104.9094849,-227.0394897,1,149,152,135,Class_1,LS Block
359.2330933,-156.3078003,1,162,163,157,Class_1,LS Block
491.9052734,-214.1629028,2,100,98,83,Class_2,Grass
177.9990845,-42.11859131,3,77,121,68,Class_3,Vegitation
490.1256714,-225.2249756,2,104,105,89,Class_2,Grass
181.1633301,-104.3328857,2,97,107,83,Class_2,Grass
656.8278809,-238.1610107,1,151,151,139,Class_1,LS Block
470.6931152,-221.2203979,2,100,94,82,Class_2,Grass
83.86987305,-151.9146118,2,113,111,96,Class_2,Grass
175.1306763,-282.0814819,1,143,144,128,Class_1,LS Block
462.9506836,-343.0115967,2,86,90,76,Class_2,Grass
258.0255127,-442.7695923,2,89,87,72,Class_2,Grass
407.2655029,-12.97967529,1,74,82,67,Class_1,LS Block
259.1483154,-128.9100952,1,116,122,108,Class_1,LS Block
483.873291,-217.7700806,2,105,103,88,Class_2,Grass
487.9157104,-212.2114258,2,85,83,68,Class_2,Grass
257.9755249,-353.2178955,2,116,110,96,Class_2,Grass
83.8994751,-247.0551147,1,92,96,82,Class_1,LS Block
328.244873,-7.161010742,1,177,178,162,Class_1,LS Block
523.1107178,-211.9669189,2,117,118,102,Class_2,Grass
74.77972412,-141.1411133,2,109,107,92,Class_2,Grass
172.8543091,-104.8198242,2,107,111,88,Class_2,Grass
406.8336792,-12.00848389,1,102,113,97,Class_1,LS Block
124.2705078,-156.0509033,2,115,114,96,Class_2,Grass
515.8643188,-191.1253052,2,110,113,96,Class_2,Grass
359.8499146,-146.8823242,1,211,213,202,Class_1,LS Block
357.9381104,-158.1063843,1,154,155,149,Class_1,LS Block
488.9042969,-205.0258789,2,87,83,72,Class_2,Grass
522.854126,-200.3598022,2,91,93,79,Class_2,Grass
319.1154785,-224.6751099,1,142,142,132,Class_1,LS Block
657.1585083,-251.2005005,1,201,199,187,Class_1,LS Block
251.2645264,-355.9570923,2,120,121,107,Class_2,Grass
669.2025146,-359.0523071,1,135,132,117,Class_1,LS Block
261.6981201,-443.9667969,2,99,97,82,Class_2,Grass
195.8820801,-439.6817017,3,68,83,62,Class_3,Vegitation
486.3071289,-193.1942749,2,107,103,92,Class_2,Grass
275.9216919,-443.2160034,2,100,96,85,Class_2,Grass
130.8126831,-311.9384766,1,129,125,113,Class_1,LS Block
209.2423096,-353.7138062,1,129,131,120,Class_1,LS Block
406.7799072,-17.02661133,1,163,169,155,Class_1,LS Block
500.9547119,-208.8706055,2,97,99,85,Class_2,Grass
103.7282715,-69.08428955,3,64,93,63,Class_3,Vegitation
508.9688721,-221.8787231,2,101,103,89,Class_2,Grass
389.0891113,-71.98980713,3,74,101,70,Class_3,Vegitation
226.236084,-342.1707764,1,185,185,173,Class_1,LS Block
414.0933228,-6.914489746,1,181,187,177,Class_1,LS Block
393.0662842,-21.27929688,1,189,190,184,Class_1,LS Block
462.0344849,-215.1870117,2,102,98,86,Class_2,Grass
358.8991089,-153.1237793,1,173,174,166,Class_1,LS Block
268.0897217,-440.9840088,2,110,108,93,Class_2,Grass
267.9071045,-447.2943115,2,112,110,95,Class_2,Grass
182.2741089,-114.0570068,2,97,107,83,Class_2,Grass
475.9766846,-222.163208,2,109,103,91,Class_2,Grass
264.8430786,-435.9926758,2,114,112,97,Class_2,Grass
221.954895,-313.8843994,1,164,174,165,Class_1,LS Block
469.1790771,-224.27948,2,113,104,95,Class_2,Grass
199.9229126,-315.3919067,1,136,133,124,Class_1,LS Block
151.0078735,-405.0673828,1,176,180,166,Class_1,LS Block
506.8223267,-204.0609131,2,96,98,84,Class_2,Grass
83.08111572,-240.9624023,1,169,167,146,Class_1,LS Block
506.0046997,-204.0128784,2,95,97,83,Class_2,Grass
413.0720825,-15.88842773,1,180,181,173,Class_1,LS Block
190.9296875,-317.0465088,1,208,215,199,Class_1,LS Block
192.932312,-440.9766846,3,66,80,57,Class_3,Vegitation
482.9404907,-197.6672974,2,100,96,85,Class_2,Grass
171.9562988,-411.0645752,1,166,164,149,Class_1,LS Block
493.0596924,-221.0407104,2,96,94,79,Class_2,Grass
483.7581177,-207.0458984,2,96,92,81,Class_2,Grass
475.0147095,-199.2055054,2,115,111,99,Class_2,Grass
100.9921265,-154.2232056,2,99,109,84,Class_2,Grass
488.086731,-201.8997192,2,112,108,97,Class_2,Grass
205.4586792,-362.6276855,1,255,252,245,Class_1,LS Block
465.0646973,-221.0546875,2,107,101,89,Class_2,Grass
287.1010742,-261.9241943,1,219,222,213,Class_1,LS Block
389.2915039,-71.01849365,3,80,105,76,Class_3,Vegitation
184.8862915,-304.9598999,1,126,130,115,Class_1,LS Block
658.1934814,-233.8131104,1,181,181,169,Class_1,LS Block
467.8435059,-203.9780273,2,92,93,79,Class_2,Grass
260.9837036,-531.1168823,3,59,85,58,Class_3,Vegitation
79.87792969,-137.1010132,2,103,108,88,Class_2,Grass
659.0737305,-210.1710815,1,200,201,187,Class_1,LS Block
187.8773193,-456.3884888,3,89,113,89,Class_3,Vegitation
480.0994873,-73.26049805,1,89,92,75,Class_1,LS Block
256.9746704,-525.9729004,3,54,85,53,Class_3,Vegitation
205.0098877,-358.8441162,1,180,177,172,Class_1,LS Block
241.7341309,-289.0596924,3,40,63,43,Class_3,Vegitation
410.9887085,-21.99078369,1,199,207,196,Class_1,LS Block
82.04229736,-145.9025879,2,122,116,102,Class_2,Grass
173.8356934,-282.7288818,1,164,165,149,Class_1,LS Block
260.0217285,-536.0046997,3,71,97,70,Class_3,Vegitation
390.0300903,-286.2893066,1,186,189,172,Class_1,LS Block
226.9417114,-345.0565796,1,195,195,183,Class_1,LS Block
513.9451294,-210.0551758,2,99,93,79,Class_2,Grass
686.6472778,-85.09960938,1,183,184,170,Class_1,LS Block
501.0986938,-202.0703125,2,115,113,100,Class_2,Grass
486.8552856,-223.3012085,2,98,96,81,Class_2,Grass
262.9967041,-446.0161133,2,105,103,88,Class_2,Grass
108.350708,-149.1730957,2,111,112,94,Class_2,Grass
122.9237061,-149.8464966,2,103,102,84,Class_2,Grass
212.4487305,-360.1265869,1,133,130,121,Class_1,LS Block
486.4295044,-226.3956909,2,104,102,87,Class_2,Grass
115.0841064,-138.0148926,2,105,104,86,Class_2,Grass
505.890686,-219.0891113,2,92,94,80,Class_2,Grass
196.8953247,-416.9346924,3,64,94,68,Class_3,Vegitation
472.0046997,-341.3162842,2,109,107,95,Class_2,Grass
253.2921143,-524.1517944,3,55,82,51,Class_3,Vegitation
91.99810791,-154.1751099,2,105,108,91,Class_2,Grass
473.0654907,-338.0911865,2,102,100,88,Class_2,Grass
82.9730835,-242.0955811,1,148,147,127,Class_1,LS Block
175.9957275,-52.13470459,3,9,44,4,Class_3,Vegitation
462.996521,-215.1870117,2,102,98,86,Class_2,Grass
464.9202881,-218.2171021,2,100,94,82,Class_2,Grass
175.9238892,-35.24798584,3,93,135,89,Class_3,Vegitation
79.01208496,-146.1912231,2,123,117,101,Class_2,Grass
256.0966797,-262.0726929,1,168,184,157,Class_1,LS Block
309.1870728,-225.1608887,1,173,177,160,Class_1,LS Block
107.052124,-151.8665161,2,107,110,89,Class_2,Grass
103.1289063,-236.1044922,1,179,182,165,Class_1,LS Block
186.7980957,-451.9639282,3,67,89,66,Class_3,Vegitation
259.0386963,-522.9378052,3,61,90,60,Class_3,Vegitation
125.2371216,-37.95532227,3,54,87,56,Class_3,Vegitation
196.897522,-483.1151123,3,46,68,45,Class_3,Vegitation
244.9451294,-518.2529907,3,57,83,54,Class_3,Vegitation
192.7749023,-343.0513916,1,194,200,190,Class_1,LS Block
241.0061035,-532.2822876,3,33,67,30,Class_3,Vegitation
409.9094849,-32.02709961,1,192,192,182,Class_1,LS Block
505.9085083,-197.9528809,2,97,99,85,Class_2,Grass
177.861084,-103.861084,2,95,105,81,Class_2,Grass
489.1448975,-210.2202759,2,84,82,67,Class_2,Grass
90.83227539,-86.08129883,3,45,74,43,Class_3,Vegitation
259.1260986,-486.2421875,1,82,84,71,Class_1,LS Block
389.9793091,-77.12921143,3,56,82,53,Class_3,Vegitation
503.0227051,-206.8986816,2,96,97,83,Class_2,Grass
317.8743286,-231.0422974,1,150,150,138,Class_1,LS Block
384.1519165,-76.11761475,3,90,116,79,Class_3,Vegitation
462.6116943,-204.0769043,2,103,101,86,Class_2,Grass
265.8726807,-272.9655762,1,166,173,166,Class_1,LS Block
204.9265137,-336.9265747,3,76,110,75,Class_3,Vegitation
500.1779175,-216.9525146,2,97,99,85,Class_2,Grass
676.0449219,-127.5095215,1,116,119,102,Class_1,LS Block
259.8110962,-438.0014038,2,110,108,93,Class_2,Grass
498.8703003,-191.0612793,2,92,94,80,Class_2,Grass
500.8101196,-199.0402832,2,108,106,93,Class_2,Grass
481.9785156,-207.767395,2,106,104,91,Class_2,Grass
161.7821045,-442.7509155,3,54,81,50,Class_3,Vegitation
342.0270996,-163.9078979,3,72,102,68,Class_3,Vegitation
411.0424805,-23.01599121,1,206,214,203,Class_1,LS Block
473.1298828,-195.9699097,2,103,101,88,Class_2,Grass
649.7929077,-188.1560059,1,148,149,133,Class_1,LS Block
323.9415283,-203.1749878,1,202,208,196,Class_1,LS Block
499.1196899,-222.1950073,2,89,91,77,Class_2,Grass
482.9885254,-196.5609131,2,104,100,89,Class_2,Grass
89.01611328,-137.9667969,2,103,108,88,Class_2,Grass
467.8435059,-221.1121826,2,95,89,77,Class_2,Grass
386.8632813,-78.06011963,3,82,108,73,Class_3,Vegitation
78.9074707,-100.0565796,3,69,86,68,Class_3,Vegitation
250.8074951,-298.1596069,1,155,157,146,Class_1,LS Block
484.9794922,-221.8101807,2,102,100,85,Class_2,Grass
258.9594727,-537.9168091,3,78,104,77,Class_3,Vegitation
258.8980713,-437.1085815,2,108,106,91,Class_2,Grass
176.026123,-45.18408203,3,107,144,100,Class_3,Vegitation
395.0629272,-24.89459229,1,226,232,220,Class_1,LS Block
486.9324951,-200.1682129,2,99,95,84,Class_2,Grass
662.0938721,-356.7153931,1,213,210,195,Class_1,LS Block
264.9387207,-537.9168091,3,69,88,66,Class_3,Vegitation
210.84552,-347.9423828,1,113,118,111,Class_1,LS Block
208.9088745,-479.8610229,3,30,48,32,Class_3,Vegitation
115.0841064,-139.7943115,2,94,93,75,Class_2,Grass
95.79772949,-154.1751099,2,116,121,101,Class_2,Grass
465.013916,-196.9799805,2,102,104,90,Class_2,Grass
686.8753052,-102.8843994,1,143,136,128,Class_1,LS Block
230.9375,-472.9647217,3,14,40,5,Class_3,Vegitation
406.1323242,-18.96911621,1,192,200,185,Class_1,LS Block
225.194519,-476.492981,3,37,51,34,Class_3,Vegitation
343.9290771,-170.1400757,3,56,86,50,Class_3,Vegitation
669.1732788,-247.9628906,1,131,129,117,Class_1,LS Block
479.477478,-197.9558105,2,102,98,86,Class_2,Grass
182.0292969,-31.17089844,3,91,121,83,Class_3,Vegitation
480.1990967,-208.1040039,2,115,111,99,Class_2,Grass
101.1383057,-73.02337646,3,55,81,52,Class_3,Vegitation
90.02612305,-146.1912231,2,112,110,95,Class_2,Grass
91.85388184,-139.0249023,2,117,120,101,Class_2,Grass
498.8414917,-10.79962158,1,119,120,104,Class_1,LS Block
374.2515259,-317.0773926,1,141,142,126,Class_1,LS Block
171.6265259,-45.32537842,3,67,109,71,Class_3,Vegitation
490.6359253,-201.611084,2,95,91,80,Class_2,Grass
511.9973145,-192.0552979,2,100,102,88,Class_2,Grass
511.9989014,-219.0410156,2,108,112,95,Class_2,Grass
488.0855103,-68.08050537,1,96,99,82,Class_1,LS Block
189.203125,-325.1763916,1,163,167,153,Class_1,LS Block
215.1179199,-513.213501,3,27,54,21,Class_3,Vegitation
261.9929199,-526.8632813,3,54,78,54,Class_3,Vegitation
477.6019287,-192.1361084,2,106,102,90,Class_2,Grass
329.9071045,-222.2470093,1,143,143,131,Class_1,LS Block
198.9766846,-439.8792114,3,60,79,59,Class_3,Vegitation
669.9263306,-145.1879272,1,205,203,190,Class_1,LS Block
213.0184937,-479.0524902,3,21,37,24,Class_3,Vegitation
253.9238892,-353.982605,2,100,102,88,Class_2,Grass
471.0307007,-342.0377197,2,111,109,97,Class_2,Grass
504.9389038,-13.0657959,1,146,147,131,Class_1,LS Block
233.9476929,-306.9754028,3,43,62,43,Class_3,Vegitation
188.0429077,-315.1749878,1,106,113,97,Class_1,LS Block
269.1651001,-437.1085815,2,108,106,91,Class_2,Grass
365.1918945,-160.2369995,1,174,176,163,Class_1,LS Block
416.0964966,-14.98120117,1,128,131,124,Class_1,LS Block
334.5523071,-156.0155029,3,107,133,94,Class_3,Vegitation
217.8023071,-488.5258179,3,11,13,8,Class_3,Vegitation
458.9829102,-225.241394,2,123,119,107,Class_2,Grass
167.1068726,-327.2077026,1,194,201,183,Class_1,LS Block
115.9016724,-137.1491089,2,100,99,81,Class_2,Grass
470.8651123,-338.0551147,2,104,102,90,Class_2,Grass
481.9785156,-206.9978027,2,113,109,98,Class_2,Grass
469.9487305,-226.0750122,2,105,97,86,Class_2,Grass
479.9404907,-344.0576782,2,98,102,87,Class_2,Grass
280.0911255,-249.6558228,3,59,81,60,Class_3,Vegitation
663.1901245,-225.9943848,1,154,152,140,Class_1,LS Block
663.0646973,-165.003418,1,216,218,204,Class_1,LS Block
104.0701294,-146.9606934,2,110,118,95,Class_2,Grass
249.109314,-511.2144775,3,30,55,26,Class_3,Vegitation
185.8217163,-293.0170898,1,162,160,145,Class_1,LS Block
218.9353027,-486.9069824,3,37,42,35,Class_3,Vegitation
227.8635254,-297.0089111,1,204,215,198,Class_1,LS Block
255.0039063,-267.7788086,1,142,156,133,Class_1,LS Block
117.8256836,-155.0408936,2,103,102,84,Class_2,Grass
233.0574951,-313.0053101,3,70,93,65,Class_3,Vegitation
259.6519165,-132.147583,1,180,187,171,Class_1,LS Block
164.9116821,-442.1033936,3,22,47,18,Class_3,Vegitation
389.0487061,-77.08880615,3,68,95,62,Class_3,Vegitation
255.0308838,-355.055481,2,107,108,94,Class_2,Grass
268.1708984,-440.3145142,2,106,104,89,Class_2,Grass
262.9049072,-276.203125,1,176,187,173,Class_1,LS Block
258.8980713,-435.9520874,2,107,105,90,Class_2,Grass
506.0350952,-224.3796997,2,93,97,80,Class_2,Grass
185.0042725,-434.9780273,3,40,63,35,Class_3,Vegitation
264.9447021,-438.9956055,2,109,107,92,Class_2,Grass
185.7764893,-318.2506104,1,143,150,134,Class_1,LS Block
374.8928833,-337.0853271,1,164,161,146,Class_1,LS Block
487.0767212,-205.0258789,2,113,109,98,Class_2,Grass
250.2078857,-282.1928101,1,199,203,188,Class_1,LS Block
250.7659302,-160.1746216,1,208,212,195,Class_1,LS Block
465.9086914,-223.7664795,2,117,108,101,Class_2,Grass
205.0344849,-334.0128174,3,76,113,79,Class_3,Vegitation
473.2020874,-199.0361938,2,116,114,101,Class_2,Grass
225.2229004,-281.1276855,3,55,79,53,Class_3,Vegitation
661.9788818,-238.8978882,1,166,164,152,Class_1,LS Block
89.80712891,-88.7791748,3,71,98,67,Class_3,Vegitation
511.2036743,-196.0952759,2,102,106,91,Class_2,Grass
180.8693237,-336.1312256,1,178,182,165,Class_1,LS Block
478.229126,-84.91558838,1,233,238,216,Class_1,LS Block
656.6541138,-295.4718018,1,166,168,157,Class_1,LS Block
482.9113159,-224.022583,2,98,95,80,Class_2,Grass
464.1049194,-344.2741089,2,91,95,81,Class_2,Grass
492.0015259,-218.1068115,2,114,112,97,Class_2,Grass
259.9351196,-248.9157104,1,157,175,153,Class_1,LS Block
479.2363281,-84.77172852,1,157,165,142,Class_1,LS Block
199.1925049,-437.2352295,3,69,88,66,Class_3,Vegitation
655.8900757,-194.8469238,1,166,164,151,Class_1,LS Block
487.9614868,-217.1929932,2,108,106,91,Class_2,Grass
345.0217285,-170.9089966,3,42,69,36,Class_3,Vegitation
187.1795044,-315.0130005,1,156,163,147,Class_1,LS Block
516.2537231,-192.1635132,2,102,104,90,Class_2,Grass
676.1588745,-122.9492798,1,211,215,198,Class_1,LS Block
168.203125,-439.9990234,3,45,68,42,Class_3,Vegitation
388.0369263,-79.15270996,3,62,89,56,Class_3,Vegitation
498.1578979,-221.2330933,2,102,104,90,Class_2,Grass
336.9685059,-159.0111084,3,88,126,77,Class_3,Vegitation
175.2717285,-441.9415283,3,61,81,56,Class_3,Vegitation
502.2459106,-214.9324951,2,90,92,78,Class_2,Grass
250.1326904,-266.0791016,1,151,160,141,Class_1,LS Block
198.9996948,-416.9887085,3,42,67,48,Class_3,Vegitation
204.8726807,-342.1605225,3,86,113,80,Class_3,Vegitation
656.9871216,-236.1123047,1,165,165,153,Class_1,LS Block
486.8552856,-222.0988159,2,101,99,84,Class_2,Grass
421.9240723,-1.876098633,1,202,203,197,Class_1,LS Block
508.1209106,-204.7824097,2,98,100,86,Class_2,Grass
174.9846802,-115.2592773,2,114,117,96,Class_2,Grass
243.852478,-520.6812134,3,74,100,71,Class_3,Vegitation
646.8336792,-295.0401001,1,232,236,219,Class_1,LS Block
683.1130981,-105.7344971,1,174,172,160,Class_1,LS Block
517.1915283,-199.810791,2,104,106,92,Class_2,Grass
400.0350952,-14.16680908,1,191,189,176,Class_1,LS Block
251.0379028,-256.1237793,1,146,149,132,Class_1,LS Block
510.1188965,-32.76068115,1,155,153,138,Class_1,LS Block
182.989502,-114.2700806,2,100,112,88,Class_2,Grass
458.84552,-200.1544189,2,96,94,79,Class_2,Grass
201.1063232,-487.9714966,3,35,58,38,Class_3,Vegitation
376.0025024,-78.10650635,3,91,112,79,Class_3,Vegitation
111.0441284,-144.1712036,2,106,109,92,Class_2,Grass
185.0133057,-110.1307983,2,98,103,81,Class_2,Grass
503.2628784,-204.9199829,2,93,94,80,Class_2,Grass
659.5377197,-158.8471069,1,233,237,222,Class_1,LS Block
417.0755005,-13.16009521,1,207,210,203,Class_1,LS Block
179.9586792,-334.992981,1,174,178,164,Class_1,LS Block
322.0291138,-228.0206909,1,136,136,124,Class_1,LS Block
390.9080811,-19.17498779,1,116,115,111,Class_1,LS Block
122.8275146,-146.864502,2,112,111,93,Class_2,Grass
291.9946899,-231.1903076,1,174,181,165,Class_1,LS Block
329.1516724,-216.4194946,1,203,199,188,Class_1,LS Block
489.7410889,-219.7902222,2,105,103,88,Class_2,Grass
256.0153198,-532.9998779,3,62,88,61,Class_3,Vegitation
328.7977295,-205.1715088,1,193,196,185,Class_1,LS Block
421.1046753,-11.99920654,1,173,176,169,Class_1,LS Block
284.8348999,-263.4619751,1,162,165,156,Class_1,LS Block
673.9022827,-143.9053955,1,208,206,194,Class_1,LS Block
329.9309082,-196.3223267,1,158,164,152,Class_1,LS Block
267.9678955,-449.993103,2,105,103,88,Class_2,Grass
484.7741089,-346.1137085,2,111,113,99,Class_2,Grass
70.09631348,-432.0828857,2,117,110,100,Class_2,Grass
102.9729004,-67.78930664,3,54,80,51,Class_3,Vegitation
493.8101196,-206.2282104,2,110,106,95,Class_2,Grass
258.0255127,-442.0797119,2,90,88,73,Class_2,Grass
93.53710938,-153.4055786,2,117,120,103,Class_2,Grass
459.0045166,-204.7982788,2,112,109,94,Class_2,Grass
472.8342896,-348.2059937,2,107,105,93,Class_2,Grass
465.7789307,-337.8746948,2,98,102,88,Class_2,Grass
273.6793213,-263.9887085,1,197,205,194,Class_1,LS Block
265.5488892,-279.0629272,1,152,155,146,Class_1,LS Block
257.0396729,-355.8771973,2,122,116,102,Class_2,Grass
389.1646729,-258.1369019,1,161,162,148,Class_1,LS Block
259.1821289,-450.9263916,2,103,106,85,Class_2,Grass
157.1785278,-315.7684937,1,153,156,137,Class_1,LS Block
262.0552979,-535.9744263,3,58,82,56,Class_3,Vegitation
464.6901245,-193.9470215,2,111,113,99,Class_2,Grass
204.1417236,-439.1508179,3,52,75,55,Class_3,Vegitation
353.9887085,-134.2634277,1,225,225,213,Class_1,LS Block
424.8809204,-504.9893799,1,191,189,176,Class_1,LS Block
248.1021118,-512.5093994,3,38,64,37,Class_3,Vegitation
58.03851318,-425.1069946,2,144,137,127,Class_2,Grass
359.8499146,-148.0963745,1,182,183,175,Class_1,LS Block
473.2180786,-208.09021,2,104,98,86,Class_2,Grass
180.90448,-110.0394897,2,98,101,80,Class_2,Grass
404.9910889,-29.10339355,1,225,236,220,Class_1,LS Block
360.0523071,-159.0230103,1,232,233,228,Class_1,LS Block
513.5557251,-226.1392212,2,76,83,65,Class_2,Grass
267.541687,-436.3375854,2,95,93,78,Class_2,Grass
356.963501,-141.9777832,1,163,170,154,Class_1,LS Block
256.321106,-449.2423096,2,101,104,83,Class_2,Grass
484.1138916,-221.1849976,2,104,102,87,Class_2,Grass
477.2216797,-84.98748779,1,173,176,155,Class_1,LS Block
168.8978882,-30.4887085,3,40,63,37,Class_3,Vegitation
337.9802856,-161.8843994,3,76,108,67,Class_3,Vegitation
223.776123,-314.0463257,1,163,169,157,Class_1,LS Block
225.3139038,-314.1677246,1,171,177,165,Class_1,LS Block
165.8496704,-292.3695068,1,190,192,178,Class_1,LS Block
243.7324829,-270.8461914,1,161,164,147,Class_1,LS Block
486.9384766,-341.02771,2,102,109,93,Class_2,Grass
56.8571167,-239.9912109,1,171,172,158,Class_1,LS Block
370.6602783,-332.083313,1,156,155,137,Class_1,LS Block
496.1514893,-347.1090088,2,93,96,79,Class_2,Grass
507.9107056,-225.2935181,2,96,103,85,Class_2,Grass
273.0811157,-452.3468018,2,111,109,96,Class_2,Grass
680.3770752,-115.5390015,1,182,180,167,Class_1,LS Block
333.114502,-200.9088135,1,213,216,205,Class_1,LS Block
662.6262817,-246.0924072,1,174,172,160,Class_1,LS Block
256.0776978,-443.0131836,2,114,112,97,Class_2,Grass
177.0012817,-283.8800049,1,115,116,100,Class_1,LS Block
483.9984741,-194.0599976,2,103,99,88,Class_2,Grass
518.0213013,-205.9069214,2,106,108,94,Class_2,Grass
340.1674805,-9.047790527,1,196,197,181,Class_1,LS Block
299.9451294,-242.0579834,1,150,158,143,Class_1,LS Block
181.8878784,-453.4746094,3,50,73,44,Class_3,Vegitation
662.9586792,-197.0592041,1,221,217,205,Class_1,LS Block
335.9973145,-162.086792,3,71,103,62,Class_3,Vegitation
480.9395142,-222.9163818,2,105,103,88,Class_2,Grass
113.0161133,-140.9487915,2,101,100,82,Class_2,Grass
487.8170776,-224.2631226,2,97,95,80,Class_2,Grass
181.2108765,-335.0385132,1,148,152,137,Class_1,LS Block
660.3712769,-156.6026001,1,224,226,212,Class_1,LS Block
506.3717041,-218.175293,2,90,92,78,Class_2,Grass
512.9608765,-225.0529785,2,58,65,47,Class_2,Grass
658.9119263,-212.1135864,1,191,192,178,Class_1,LS Block
305.2481079,-222.0852051,1,207,215,192,Class_1,LS Block
439.8869019,-493.3381958,1,141,137,125,Class_1,LS Block
175.9191284,-442.0493774,3,38,61,35,Class_3,Vegitation
185.119873,-113.265686,2,100,110,86,Class_2,Grass
110.947876,-142.968811,2,107,112,92,Class_2,Grass
326.7775269,-217.984375,1,199,199,187,Class_1,LS Block
650.2871094,-300.1661987,1,201,208,192,Class_1,LS Block
396.9796753,-33.31970215,1,200,204,190,Class_1,LS Block
369.7103271,-30.30047607,1,145,142,127,Class_1,LS Block
423.9431152,-503.9793091,1,155,153,140,Class_1,LS Block
286.8255005,-529.5664063,3,49,83,46,Class_3,Vegitation
341.243103,-157.2025757,3,109,142,95,Class_3,Vegitation
251.2598877,-281.0192871,1,169,176,158,Class_1,LS Block
120.9036865,-151.0488892,2,111,110,92,Class_2,Grass
664.1937256,-190.9797974,1,197,195,183,Class_1,LS Block
97.76947021,-148.1630859,2,102,103,87,Class_2,Grass
185.1923218,-41.08660889,3,96,137,93,Class_3,Vegitation
79.87792969,-152.0108032,2,119,116,101,Class_2,Grass
417.0070801,-10.40570068,1,198,201,194,Class_1,LS Block
202.9841309,-333.09552,3,60,91,57,Class_3,Vegitation
191.2056885,-441.048584,3,55,73,47,Class_3,Vegitation
82.13848877,-141.7664185,2,114,113,95,Class_2,Grass
356.0820923,-155.1384277,1,175,175,165,Class_1,LS Block
258.2697144,-525.9324951,3,61,90,60,Class_3,Vegitation
504.9946899,-201.8967285,2,102,103,89,Class_2,Grass
389.9760742,-288.0159912,1,162,161,143,Class_1,LS Block
251.8693237,-356.2081909,2,124,122,109,Class_2,Grass
658.9929199,-229.9420776,1,192,192,180,Class_1,LS Block
458.020874,-220.175293,2,100,96,84,Class_2,Grass
58.87231445,-427.2874146,2,115,108,98,Class_2,Grass
180.9295044,-300.8590088,1,142,145,128,Class_1,LS Block
360.7807007,-147.0441895,1,180,182,171,Class_1,LS Block
470.3685303,-216.0982056,2,104,98,86,Class_2,Grass
665.2250977,-197.005188,1,148,142,130,Class_1,LS Block
195.0906982,-443.6386108,3,60,78,54,Class_3,Vegitation
339.8052979,-186.1240845,1,215,226,212,Class_1,LS Block
195.9780884,-414.1828003,3,57,81,57,Class_3,Vegitation
646.0783081,-295.2559814,1,217,220,203,Class_1,LS Block
185.9924927,-308.8078003,1,102,109,93,Class_1,LS Block
202.9301147,-335.2537842,3,61,95,60,Class_3,Vegitation
250.8839111,-261.7994995,1,127,131,114,Class_1,LS Block
94.69152832,-153.3093872,2,112,115,98,Class_2,Grass
487.8696899,-80.31109619,1,189,190,174,Class_1,LS Block
382.0070801,-81.01428223,3,39,74,41,Class_3,Vegitation
268.8809204,-447.2335815,2,104,102,87,Class_2,Grass
272.9282837,-246.0944824,3,57,88,57,Class_3,Vegitation
657.0772705,-193.9835815,1,130,128,115,Class_1,LS Block
104.2144775,-149.1730957,2,101,109,86,Class_2,Grass
491.1356812,-217.0487061,2,114,112,97,Class_2,Grass
74.25067139,-139.8425293,2,108,106,91,Class_2,Grass
179.7785034,-102.9785156,2,101,113,89,Class_2,Grass
406.8876953,-11.14508057,1,128,141,124,Class_1,LS Block
165.6077271,-420.1707764,1,174,182,161,Class_1,LS Block
88.72747803,-149.9907837,2,120,118,103,Class_2,Grass
241.0515137,-535.0281982,3,66,98,59,Class_3,Vegitation
210.9736938,-362.8840942,1,118,115,106,Class_1,LS Block
467.9517212,-218.1182251,2,105,99,87,Class_2,Grass
416.0283203,-11.0657959,1,167,170,163,Class_1,LS Block
193.1340942,-422.675415,3,60,82,59,Class_3,Vegitation
418.0032959,-0.19152832,1,146,149,142,Class_1,LS Block
208.989502,-483.2971802,3,70,87,71,Class_3,Vegitation
